oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by,px_width,px_height,display_ratio,gb_rom,gb_ram
OnePlus,6T,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, November",157.5 x 74.8 x 8.2 mm (6.20 x 2.94 x 0.32 in),185,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.41,DCI-P3,NO,,,Mono,,No,Dual,"5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",,,,,,,,"Thunder Purple, Mirror Black, Midnight Black",HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps",Android 9.0 (Pie); OxygenOS 9.0.5,Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,,"2160p@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS",550.0,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 32(1500), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 46, 66(1700/2100), 71(600) - Europe, North America","Front/back glass, aluminum frame",Corning Gorilla Glass 6,,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, OIS, PDAF  20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF",,"Auto-HDR, gyro-EIS",1080p@30fps,YES,Fast battery charging 5V/4A 20W,"A6010, A6013",Basemark OS II: 4941 / Basemark OS II 2.0: 4452Basemark X: 43886,Photo / Video,Voice 67dB / Noise 72dB / Ring 84dB,Noise -93.4dB / Crosstalk -93.8dB,Endurance rating 90h,"Contrast ratio: Infinite (nominal), 4.138 (sunlight)","16 MP, f/2.0, 25mm (wide), 1/3.1"", 1.0µm",,,,,Active noise cancellation with dedicated mic  Dirac HD sound,,,,,,Non-removable Li-Po 3700 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100) - India, China",,,1080.0,2340.0,5:9,256.0,8.0
OnePlus,6,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, May",155.7 x 75.4 x 7.8 mm (6.13 x 2.97 x 0.31 in),177,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.28,DCI-P3,NO,,,Mono,,Yes,Dual,"5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Midnight Black, Mirror Black, Silk White, Amber Red",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); OxygenOS 9.0.2",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,,"2160p@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR",520.0,"Dual-LED flash, HDR, panorama",Splash resistant,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 32(1500), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100), 71(600) - Europe, North America","Front/back glass, aluminum frame",Corning Gorilla Glass 5,,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, OIS, PDAF  20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF",,"Auto-HDR, gyro-EIS",1080p@30fps,YES,Fast battery charging 5V 4A 20W (Dash Charge),"A6000, A6003",Basemark OS II: 5160 / Basemark OS II 2.0: 4440Basemark X: 44229,Photo / Video,Voice 70dB / Noise 74dB / Ring 70dB,Noise -93.0dB / Crosstalk -93.0dB,Endurance rating 76h,"Contrast ratio: Infinite (nominal), 4.321 (sunlight)","16 MP, f/2.0, 25mm (wide), 1/3.1"", 1.0µm",,,,,Active noise cancellation with dedicated mic  Dirac HD sound,,,,,,Non-removable Li-Po 3300 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100) - India, Asia, China",,,1080.0,2280.0,19:9,128.0,8.0
OnePlus,5T,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2017,"Available. Released 2017, November",156.1 x 75 x 7.3 mm (6.15 x 2.95 x 0.29 in),162,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.01,DCI-P3,NO,,,Mono,,Yes,Dual,"5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Midnight Black, Lava Red, Sandstone White (128/8GB only)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA, LTE-A (3CA) Cat12 600/150 Mbps","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); OxygenOS 9.0.4",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,,"2160p@30fps, 1080p@30/60fps, 720p@30/120fps, Auto HDR",500.0,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)","Front glass, aluminum frame, back",Corning Gorilla Glass 5,,"16 MP, f/1.7, 27mm (wide), 1/2.8"", 1.12µm, PDAF  20 MP, f/1.7, 27mm (wide), 1/2.8"", 1.0µm, AF, PDAF",,Auto-HDR,1080p (gyro-EIS),YES,Fast battery charging 5V 4A 20W (Dash Charge),A5010,Basemark OS II: 4235 / Basemark OS II 2.0: 3632Basemark X: 38656,Photo / Video,Voice 68dB / Noise 73dB / Ring 69dB,Noise -94.0dB / Crosstalk -93.7dB,Endurance rating 82h,"Contrast ratio: Infinite (nominal), 4.789 (sunlight)","16 MP, f/2.0, 20mm, 1/3.1"", 1.0µm",,,,,Active noise cancellation with dedicated mic  Dirac HD sound,,,,,,Non-removable Li-Po 3300 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2160.0,18:9,128.0,8.0
OnePlus,5,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2017,Discontinued,154.2 x 74.1 x 7.3 mm (6.07 x 2.92 x 0.29 in),153,"Dual SIM (Nano-SIM, dual stand-by)",OLED,5.5,,NO,,,Mono,,Yes,Dual,"5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Midnight Black, Slate Gray",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA, LTE-A (3CA) Cat12 600/150 Mbps","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie); OxygenOS 9.0.4",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,,"2160p@30fps, 1080p@30/60fps, 720p@30/120/480fps, Auto HDR",500.0,"HDR, panorama, dual-LED flash",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)","Front glass, aluminum frame & back",Corning Gorilla Glass 5,,"16 MP, f/1.7, 24mm (wide), 1/2.8"", 1.12µm, PDAF  20 MP, f/2.6, 36mm (standard), 1/2.8"", 1.0µm, 1.6x optical zoom, AF",,Auto-HDR,1080p (gyro-EIS),YES,Fast battery charging 5V 4A 20W (Dash Charge),A5000,Basemark OS II: 4300 / Basemark OS II 2.0: 3601Basemark X: 38844,Photo / Video,Voice 69dB / Noise 72dB / Ring 77dB,Noise -94.1dB / Crosstalk -94.2dB,Endurance rating 83h,"Contrast ratio: Infinite (nominal), 3.914 (sunlight)","16 MP, f/2.0, 20mm, 1/3.1"", 1.0µm",,,,,Active noise cancellation with dedicated mic  Dirac HD sound,,,,,,Non-removable Li-Po 3300 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,1920.0,16:9,128.0,8.0
OnePlus,3T,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2016,Discontinued,152.7 x 74.7 x 7.4 mm (6.01 x 2.94 x 0.29 in),158,"Dual SIM (Nano-SIM, dual stand-by)",OLED,5.5,,NO,,,Mono,,Yes,Dual,"4.2, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Gunmetal, Soft Gold, Midnight Black",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - North America,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo); OxygenOS 5.0.4",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,"16 MP, f/2.0, 1/2.8"", 1.12µm, OIS, PDAF","2160p@30fps, 1080p@30/60fps, 720p@120fps, Auto HDR",440.0,"LED flash, panorama, HDR",,"LTE band 1(2100), 2(1900), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 30(2300) - North America","Front glass, aluminum body",Corning Gorilla Glass 4,,,,,1080p@30fps,YES,Fast battery charging 5V 4A 20W (Dash Charge),A3010,Basemark OS II: 3328 / Basemark OS II 2.0: 2678Basemark X: 36958,Photo / Video,Voice 61dB / Noise 69dB / Ring 78dB,Noise-94.3dB / Crosstalk -93.4dB,Endurance rating 83h,"Contrast ratio: Infinite (nominal), 4.232 (sunlight)","16 MP, f/2.0, 1/3.1"", 1.0µm",,,,,Active noise cancellation with dedicated mic,,,,,0.99 W/kg (head)     0.65 W/kg (body)    ,Non-removable Li-Ion 3400 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300) - Global model",,,1080.0,1920.0,16:9,64.0,6.0
OnePlus,3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2016,Discontinued,152.7 x 74.7 x 7.4 mm (6.01 x 2.94 x 0.29 in),158,"Dual SIM (Nano-SIM, dual stand-by)",OLED,5.5,,NO,,,Mono,,Yes,Dual,"4.2, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Graphite, soft gold",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo); OxygenOS 5.0.4",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,"16 MP, f/2.0, 1/2.8"", 1.12µm, OIS, PDAF","2160p@30fps, 1080p@30/60fps, 720p@120fps, Auto HDR",400.0,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)","Front glass, aluminum body",Corning Gorilla Glass 4,,,,,,YES,Fast battery charging 5V 4A 20W (Dash Charge),"A3003, A3000",Basemark OS II: 2677 / Basemark OS II 2.0: 2365Basemark X: 32715,Photo / Video,Voice 62dB / Noise 71dB / Ring 77dB,Noise -93.4dB / Crosstalk -94.4dB,Endurance rating 66h,"Contrast ratio: Infinite (nominal), 4.424(sunlight)","8 MP, f/2.0, 1/3.2"", 1.4µm",,,,,Active noise cancellation with dedicated mic,0.39 W/kg (head)     0.32 W/kg (body)    ,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,,,,1080.0,1920.0,16:9,64.0,6.0
Oppo,Reno 10x zoom,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2019,"Coming soon. Exp. release 2019, April",162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in),210,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.6,100% DCI-P3,YES,,,Mono,,No,Dual,"5.0, A2DP, EDR, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",,,,,,,,"Fog Sea Green, Extreme Night Black",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A",Android 9.0 (Pie); ColorOS 6,Qualcomm SDM855 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),Adreno 640,,"2160p@30/60fps, 1080p@30/60/240fps, gyro-EIS",550.0,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,Corning Gorilla Glass 6,,,,HDR,1080p@30fps,YES,Fast battery charging 5V/4A 20W (VOOC Flash Charge),,,,,,,,"Motorized pop-up 16 MP, f/2.0, 26mm (wide)",,,,"48 MP, f/1.7, 1/2.0"", 0.8µm, OIS, Laser/PDAF  Periscope 13 MP, f/3.0, (telephoto), 5x optical zoom, OIS, Laser/PDAF  8 MP, f/2.2, 13mm (ultrawide)",Active noise cancellation with dedicated mic  24-bit/192kHz audio,,,,,,Non-removable Li-Po 4065 mAh battery,,,,,,,,CDMA2000 1xEV-DO,,,1080.0,2340.0,5:9,256.0,6.0
Oppo,Reno,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2019,"Available. Released 2019, April",156.6 x 74.3 x 9 mm (6.17 x 2.93 x 0.35 in),185,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.4,97% DCI-P3,NO,,,Mono,,Yes,Dual,"5.0, A2DP, EDR, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",,,,,,,,"Fog Sea Green, Extreme Night Black, Nebula Purple, Pink Mist",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A",Android 9.0 (Pie); ColorOS 6,Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,,"2160p@30fps, 1080p@30/60/120fps, gyro-EIS",400.0,"Dual-LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500) - Full Netcom Edition",,Corning Gorilla Glass 6,,"48 MP, f/1.7, 1/2.0"", 0.8µm, PDAF  5 MP, f/2.4, depth sensor",,HDR,1080p@30fps,YES,Fast battery charging 5V/4A 20W (VOOC Flash Charge),"PCAM00, PCAT00",,,,,,,"Motorized pop-up 16 MP, f/2.0, 26mm (wide)",,,,,Active noise cancellation with dedicated mic  24-bit/192kHz audio,,,,,,Non-removable Li-Po 3765 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500) - Mobile Edition",,,1080.0,2340.0,5:9,256.0,6.0
Oppo,A7n,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2019,"Coming soon. Exp. release 2019, April",155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in),170,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.2,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,Green,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,,1080p@30fps,200.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,,,"13 MP, f/2.2, AF  2 MP, f/2.4, depth sensor",,HDR,,YES,,"PCDM00, PCDT00",,,,,,,"16 MP, f/2.0",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 4230 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,720.0,1520.0,19:9,64.0,4.0
Oppo,F11,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2019,"Coming soon. Exp. release 2019, April",162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),188,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.53,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Flourite Purple, Marble Green, Jewelry White",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps",Android 9.0 (Pie); ColorOS 6,Mediatek Helio P70 (12nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,1080p@30fps,250.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) - V1","Front glass, plastic body",,,"48 MP, f/1.8, 1/2.3"", 0.8µm, PDAF  5 MP, f/2.4, 1/5"", 1.12µm, depth sensor",,HDR,1080p@30fps,NO,Fast battery charging 20W (VOOC 3.0),"CPH1913, CPH1911",,,,,,,"16 MP, f/2.0, 1/3.1"", 1.0µm",,,,,,,,,,,Non-removable Li-Po 4020 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500) - V3",,,1080.0,2340.0,5:9,128.0,6.0
Oppo,F11 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2019,"Available. Released 2019, March",161.3 x 76.1 x 8.8 mm (6.35 x 3.00 x 0.35 in),190,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.53,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Thunder Black, Aurora Green",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps",Android 9.0 (Pie); ColorOS 6,Mediatek Helio P70 (12nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,1080p@30fps,320.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) - V1","Front glass, plastic body",,,"48 MP, f/1.8, 1/2.3"", 0.8µm, PDAF  5 MP, f/2.4, 1/5"", 1.12µm, depth sensor",,HDR,1080p@30fps,NO,Fast battery charging 20W (VOOC 3.0),CPH1969,Basemark OS II: 2373 / Basemark OS II 2.0: 2232Basemark X: 16538,Photo / Video,Voice 67dB / Noise 72dB / Ring 80dB,Noise -93.4dB / Crosstalk -92.9dB,Endurance rating 109h,"Contrast ratio: 1392:1 (nominal), 2.987 (sunlight)","Motorized pop-up 16 MP, f/2.0, 1/3.1"", 1.0µm",,,,,,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500) - V3",,,1080.0,2340.0,5:9,64.0,6.0
Oppo,A7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, November",155.9 x 75.4 x 8.1 mm (6.14 x 2.97 x 0.32 in),168,"Dual SIM (Nano-SIM, dual stand-by)",LCD,6.2,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Glazing Blue, Dazzling Gold, Rose Pink",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,,1080p@30fps,270.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) - V1",,Corning Gorilla Glass 3,,"13 MP, f/2.2, AF  2 MP, f/2.4, depth sensor",,HDR,,NO,,"CPH1901, CPH1903",,,,,,,"16 MP, f/2.0",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 4230 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 40(2300), 41(2500) - V2",,,720.0,1520.0,19:9,32.0,3.0
Oppo,R15x,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, November",158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in),156,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.4,,NO,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, gyro, proximity, compass",,,,,,,,"Nebula, Silver Green",HSDPA 850 / 1700(AWS) / 2100 / 900,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.0 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,,"2160p@30fps, 1080p@30fps",350.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)",,Corning Gorilla Glass 5,,"16 MP, f/1.7, 1/2.8"", 1.12µm, PDAF  2 MP, depth sensor",,HDR,1080p@30fps,NO,Fast battery charging 5V/2A 10W,,,,,,,,"25 MP, f/2.0, 1/2.8"", 0.9µm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3600 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,6.0
Oppo,RX17 Neo,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2018,"Available. Released 2018, November",158.3 x 75.5 x 7.4 mm (6.23 x 2.97 x 0.29 in),156,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.41,,YES,,,Mono,,Yes,Mono,"5.0, A2DP, LE","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (under display), accelerometer, proximity, compass",,,,,,,,"Blue, Red",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps",Android 8.1 (Oreo); ColorOS 5.2,Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.0 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,,"2160p@30fps, 1080p@30fps",350.0,"LED flash, HDR, panorama",,LTE,,,,"16 MP, f/1.7, 1/2.8"", 1.12µm, PDAF  2 MP, f/2.4, depth sensor",,HDR,1080p@30fps,NO,Fast battery charging 5V/2A 10W,CPH1893,,,,,,,"25 MP, f/2.0, 1/2.8"", 0.9µm",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3600 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,4.0
